"ID"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777000726|7804620834785|"F-24171/18"|"ISEREN 100 MG X 30 COMPRIMIDOS RECUBIERTOS"|"SERTRALINA 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||1|0
777000727|7804620834792|"F-17538/19"|"LOSARTAN POTASICO 50 MG + HIDROCLOROTIAZIDA 12,5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LOSARTAN 50 MG HIDROCLOROTIAZIDA 12,5 MG"|"50;12,5"|"50 MG;12,5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|0|0||0|0
777000728|7804620835058|"F-25573/20"|"FLUCONAZOL 150 MG X 2 CAPSULAS"|"FLUCONAZOL 150 MG"|"150"|"150 MG"|"CAPSULAS"|"2"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"SISTEMICOS"|"APR"|1|0||0|0
777000729|7804620835072|"F-25612/20"|"TENOPROX 0,004% X 2,5 ML SOLUCION OFTALMICA"|"TRAVOPROST 0,004%"|"0,004"|"0,00%"|"SOLUCION OFTALMICA"|"2,5"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIGLAUCOMATOSOS"|"MRE"|0|0|"CENABAST"|1|1
777000730|7804620835164|"F-25666/20"|"MELOXICAM 15 MG X 10 COMPRIMIDOS"|"MELOXICAM 15 MG"|"15"|"15 MG"|"COMPRIMIDOS"|"10"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||0|0
777000731|7804620835171|"F-25668/20"|"TRIBUTAN X 20 CAPSULAS BLANDAS"|"CIANOCOBALAMINA (VITAMINA B12) 0,2 MG PIRIDOXINA CLORHIDRATO (VITAMINA B6) 200 MG TIAMINA CLORHIDRATO (VITAMINA B1) 100 MG"|"0,2;200;100"|"0,2 MG;200 MG;100 MG"|"CAPSULAS BLANDAS"|"20"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"VITAMINAS"|"VITAMINA B"|"NP"|0|0||1|0
777000732|7804620835669|"F-26473/21"|"IBUCALM 600 MG X 10 CAPSULAS BLANDAS"|"IBUPROFENO 600 MG"|"600"|"600 MG"|"CAPSULAS BLANDAS"|"10"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|1|0||1|0
777000733|7804625400121||"BEELIVE FRESH PROPOLIS MENTOL X 30 ML"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"SOLUCION ORAL"|"30"|"100 ML"|"APITEL"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"ANTIGRIPALES"|"NP"|0|0||1|1
777000734|7804625951890|"F-24312/18"|"REDUCLIM 2,5 MG X 35 COMPRIMIDOS"|"TIBOLONA 2,5 MG"|"2,5"|"2,5 MG"|"COMPRIMIDOS"|"35"|"COMPRIMIDO"|"DEUTSCHE PHARMA"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"TERAPIAS MENOPAUSIA"|"MRE"|1|0|"CENABAST"|1|0
777000735|7804628610015|"F-17258/18"|"ESCAPEL-2 0,75 MG X 2 COMPRIMIDOS"|"LEVONORGESTREL 0,75 MG"|"0,75"|"0,75 MG"|"COMPRIMIDOS"|"2"|"COMPRIMIDO"|"GEDEON RICHTER"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ANTICONCEPTIVOS"|"NP"|0|0||1|0
777000736|7804629440000|"F-18198/20"|"SACRUSYT HFA 100 MCG/DOSIS X 200 DOSIS AEROSOL PARA INHALACION"|"SALBUTAMOL 100 MCG/DOSIS"|"100"|"100 MCG/DOSIS"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"BIOSYNTEC"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|0
777000737|7804629440086|"F-21155/19"|"BUDESYNT HFA-LA 200 MCG/DOSIS X 200 DOSIS AEROSOL PARA INHALACION"|"BUDESONIDA 200 MCG/DOSIS"|"200"|"200 MCG/DOSIS"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"BIOSYNTEC"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|0
777000738|7804629440253|"F-19969/18"|"IPRASYNT HFA 20 MCG/DOSIS X 200 DOSIS AEROSOL PARA INHALACION"|"BROMURO DE IPRATROPIO 0,026 MG"|"0,026"|"0,026 MG"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"BIOSYNTEC"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||1|0
777000739|7804629440529|"F-24714/19"|"SALBUTAMOL 100 MCG/DOSIS X 200 DOSIS AEROSOL PARA INHALACION ORAL"|"SALBUTAMOL 100 MCG/DOSIS"|"100"|"100 MCG/DOSIS"|"AEROSOL PARA INHALACION ORAL"|"200"|"DOSIS"|"FAES FARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0|"CENABAST"|0|0
777000740|7804633500042|"F-18996/21"|"TESTOSTERONA ENANTATO 250 MG/1 ML X 1 AMPOLLA SOLUCION INYECTABLE"|"TESTOSTERONA ENANTATO 250 MG/1 ML"|"250"|"250 MG/1 ML"|"SOLUCION INYECTABLE"|"1"|"AMPOLLA"|"ETHON"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"ANDROGENOS"|"MRE"|0|0||0|1
777000741|7804633500196|"F-21765/20"|"HIERRO SACAROSA 100 MG/5 ML X 2 AMPOLLAS SOLUCION INYECTABLE"|"HIERRO HIDROXIDO 100 MG/5 ML"|"100"|"100 MG/5 ML"|"SOLUCION INYECTABLE"|"2"|"AMPOLLA"|"ETHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIANEMICOS"|"MRE"|0|0||0|1
777000742|7804633500479|"F-23310/17"|"CARVEDILOL 6,25 MG X 30 COMPRIMIDOS RECUBIERTOS"|"CARVEDILOL 6,25 MG"|"6,25"|"6,25 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ETHON"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS ASOCIADOS Y RELACIONADOS CON OTRAS ENFERMEDADES"|"MRE"|1|0||0|0
777000743|7804633500745|"F-19320/17"|"KAPH 1% X 5 G UNGUENTO OFTALMICO"|"CLORANFENICOL 1%"|"1"|"1%"|"UNGUENTO OFTALMICO"|"5"|"100 G"|"ETHON"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIBIOTICOS"|"APR"|0|0|"CENABAST"|1|0
777000744|7804636190325|"F-25247/20"|"AMOXICILINA 875 MG + ACIDO CLAVULANICO 125 MG X 20 COMPRIMIDOS RECUBIERTOS"|"AMOXICILINA 875 MG ACIDO CLAVULANICO 125 MG"|"875;125"|"875 MG;125 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"MEDINOVA FARMA"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"MRE"|1|0||0|0
777000745|7804636590125|"F-8621/21"|"DAFLON 500 MG X 60 COMPRIMIDOS RECUBIERTOS"|"DIOSMINA 450 MG HESPERIDINA 50 MG"|"450;50"|"450 MG;50 MG"|"COMPRIMIDOS RECUBIERTOS"|"60"|"COMPRIMIDO"|"SERVIER"|"MEDICAMENTOS"|"ANTIVARICOSOS Y ANTIHEMORROIDALES"|"ANTIVARICOSOS"|"MRE"|0|0||1|0
777000746|7804638540074||"PAPDI X 60 CAPSULAS"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CAPSULAS"|"60"|"CAPSULA"|"VITALGREEN"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA GASTROINTESTINAL"|"NP"|0|0||1|0
777000747|7804640560275||"TEST DE EMBARAZO X 1 UNIDAD"|"NO APLICA UNITARIO"||"UNITARIO"|"TEST"|"1"|"UNIDAD"|"HOSPIFARMA"|"SALUD SEXUAL"|"PRUEBAS DE EMBARAZO Y FERTILIDAD"|"TEST DE EMBARAZO"|"NP"|0|0||1|0
777000748|7804640560367|"F-20338/18"|"IBUFREN FORTE 200 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO 200 MG/5 ML"|"200"|"200 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|1
777000749|7804640560411|"F-20963/19"|"CLOBETASOL PROPIONATO 0,05% X 25 G CREMA TOPICA"|"CLOBETASOL PROPIONATO 0,05%"|"0,05"|"0,05%"|"CREMA TOPICA"|"25"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"CORTICOIDES"|"TOPICOS"|"MRE"|0|0||0|0
777000750|7804640560428|"F-20962/19"|"CLOBETASOL 0,05 % X 25 G UNGUENTO DERMICO"|"CLOBETASOL PROPIONATO 0,05%"|"0,05"|"0,05%"|"UNGUENTO DERMICO"|"25"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"CORTICOIDES"|"TOPICOS"|"MRE"|0|0||0|0
777000751|7804640560442|"F-21069/19"|"KETOCONAZOL 2 % X 20 G CREMA TOPICA"|"KETOCONAZOL 2%"|"2"|"2%"|"CREMA TOPICA"|"20"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"APR"|0|0||0|0
777000752|7804640560459|"F-21088/19"|"DICLOFENACO DIETILAMINA 1,16 % X 30 G GEL TOPICO"|"DICLOFENACO DIETILAMINA 1,16%"|"1,16"|"1,16%"|"GEL TOPICO"|"30"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||0|0
777000753|7804640560480|"F-21381/19"|"CLOTRIMAZOL 1 % + BETAMETASONA 0,05 % X 15 G CREMA TOPICA"|"CLOTRIMAZOL 10 MG/G BETAMETASONA 0,5 MG/G"|"10; 0,5"|"10 MG/G;0,5 MG/G"|"CREMA TOPICA"|"15"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"MRE"|0|0||0|0
777000754|7804640560527|"F-21399/19"|"MOMETASONA FUROATO 0,1 % X 15 G CREMA TOPICA"|"MOMETASONA FUROATO 0,1%"|"0,1"|"0,1 %"|"CREMA TOPICA"|"15"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"CORTICOIDES"|"TOPICOS"|"APR"|0|0||0|0
777000755|7804640560534|"F-21282/19"|"MUPIROCINA 2% X 15 G UNGUENTO TOPICO"|"MUPIROCINA 2%"|"2"|"2%"|"UNGUENTO TOPICO"|"15"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIBIOTICOS"|"APR"|0|0||0|0
777000756|7804640560565|"F-21434/19"|"METRONIDAZOL 0,75% X 30 GEL TOPICO"|"METRONIDAZOL 0,75%"|"0,75"|"0,75%"|"GEL TOPICO"|"30"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIACNE"|"APR"|0|0|"CENABAST"|0|0
777000757|7804640560589|"F-21861/20"|"IBUFREN 100 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO 100 MG/5 ML"|"100"|"100 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|1
777000758|7804640560831|"B-2632/21"|"GENTAMICINA 0,3% X 5 ML SOLUCION OFTALMICA"|"GENTAMICINA SULFATO 0,3%"|"0,3"|"0,30%"|"SOLUCION OFTALMICA ESTERIL"|"5"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIBIOTICOS"|"APR"|0|0||0|1
777000759|7804640560886|"F-25559/20"|"AMOXICILINA 250 MG + ACIDO CLAVULANICO 62,5 MG X 60 ML POLVO PARA SUSPENSION ORAL"|"AMOXICILINA 250 MG ACIDO CLAVULANICO 62,5 MG"|"250:62,5"|"250 MG;62,5 MG"|"POLVO PARA SUSPENSION ORAL"|"60"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|0|0||0|0
777000760|7804640561012|"B-2653/21"|"AQUAREST 250 MG X 10 SOBRES LIOFILIZADO PARA SUSPENSION ORAL"|"SACCHAROMYCES BOULARDII LIOFILIZADO 250 MG"|"250"|"250 MG"|"POLVO PARA SUSPENSION ORAL"|"10"|"SOBRE"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIDIARREICOS"|"NP"|0|0||1|0
777000761|7804640561203|"F-23884/18"|"CLOTRIMAZOL 500 MG X 1 OVULOS"|"CLOTRIMAZOL 500 MG"|"500"|"500 MG"|"OVULOS"|"1"|"OVULO"|"HOSPIFARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"APR"|0|0||1|0
777000762|7804640561210|"F-23560/22"|"RINOMASE 50 MCG/DOSIS X 200 DOSIS SUSPENSION NASAL PARA NEBULIZACION"|"MOMETASONA 50 MCG/DOSIS"|"50"|"50 MCG/DOSIS"|"SUSPENSION NASAL PARA NEBULIZACION"|"200"|"DOSIS"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"DESCONGESTIONANTES"|"RMRSCS"|0|0||1|1
777000763|7804640561241||"VITAMINA C 1000 MG X 10 TABLETAS EFERVESCENTES"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"TABLETAS EFERVESCENTES"|"10"|"TABLETA"|"HOSPIFARMA"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA C"|"NP"|0|0||0|0
777000764|7804640561319|"F-23713/18"|"CASMED 2% X 150 ML SHAMPOO"|"KETOCONAZOL 2%"|"2"|"2%"|"SHAMPOO"|"150"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"APR"|0|0||1|1
777000765|7804640561371|"F-26109/21"|"MELATONINA 3 MG X 30 CAPSULAS"|"MELATONINA 3 MG"|"3"|"3 MG"|"CAPSULAS"|"30"|"CAPSULA"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"INDUCTORES DEL SUENO"|"MRE"|0|0||0|0
777000766|7804640561395|"F-24897/19"|"LEVONORGESTREL 1,5 MG X 1 COMPRIMIDOS"|"LEVONORGESTREL 1,5 MG"|"1,5"|"1,5 MG"|"COMPRIMIDOS"|"1"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ANTICONCEPTIVOS"|"NP"|0|0||0|0
777000767|7804640561401|"F-24896/19"|"LEVONORGESTREL 0,03 MG X 28 COMPRIMIDOS RECUBIERTOS"|"LEVONORGESTREL 0,03 MG"|"0,03"|"0,03 MG"|"COMPRIMIDOS RECUBIERTOS"|"28"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ANTICONCEPTIVOS"|"MRE"|1|0||0|0
777000768|7804640561418|"F-25139/19"|"CETIRIZINA DICLORHIDRATO 5 MG/5 ML X 60 ML JARABE"|"CETIRIZINA 5 MG/5 ML"|"5"|"5 MG/5 ML"|"JARABE"|"60"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||0|1
777000769|7804640561425|"F-25107/19"|"DESVENLAFAXINA 50 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"DESVENLAFAXINA 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000770|7804640561432|"F-25065/19"|"VENLAFAXINA 150 MG X 30 CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"VENLAFAXINA 150 MG"|"150"|"150 MG"|"CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"30"|"CAPSULA"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|0|0||0|0
777000771|7804640561449|"F-25077/19"|"VENLAFAXINA 75 MG X 30 CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"VENLAFAXINA 75 MG"|"75"|"75 MG"|"CAPSULAS CON GRANULOS RECUBIERTOS DE LIBERACION PROLONGADA"|"30"|"CAPSULA"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000772|7804640561456|"F-25101/19"|"DESVENLAFAXINA 100 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"DESVENLAFAXINA 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000773|7804640561531|"F-25359/20"|"LEVOCETIRIZINA DICLORHIDRATO 2,5 MG/5 ML X 100 ML JARABE"|"LEVOCETIRIZINA 2,5 MG/5 ML"|"2,5"|"2,5 MG/5 ML"|"JARABE"|"100"|"ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||0|1
777000774|7804640561548|"K-114/20"|"CARTILAGO DE TIBURON 500 MG X 30 CAPSULAS"|"POLVO DE CARTILAGO DE TIBURON 500 MG"|"500"|"500 MG"|"CAPSULAS"|"30"|"CAPSULA"|"HOSPIFARMA"|"PRODUCTOS NATURALES"|"FITOFARMACOS"|"FITOFARMACOS ASOSCIADOS AL DOLOR"|"MRE"|0|0||0|0
777000775|7804640561562|"F-25498/20"|"PREDNISONA 20 MG/5 ML X 60 ML SUSPENSION ORAL"|"PREDNISONA 20 MG/5 ML"|"20"|"20 MG/5 ML"|"SUSPENSION ORAL"|"60"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"CORTICOIDES"|"SISTEMICOS"|"RMRSCS"|0|0||0|1
777000776|7804640561654||"VITAMINA D3 800 UI X 30 CAPSULAS"|"COLECALCIFEROL 800 UI"|"800"|"800 UI"|"CAPSULAS"|"30"|"CAPSULA"|"HOSPIFARMA"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA D"|"NP"|0|0||0|0
777000777|7804640561685|"F-21088/19"|"DICLOFENACO DIETILAMINA 1,16 % X 60 G GEL TOPICO"|"DICLOFENACO DIETILAMINA 1,16%"|"1,16"|"1,16%"|"GEL TOPICO"|"60"|"100 G"|"HOSPIFARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||0|0
777000778|7804640561692|"F-25241/20"|"SALBUTAMOL 100 MCG/DOSIS X 200 DOSIS AEROSOL PARA INHALACION"|"SALBUTAMOL 100 MCG/DOSIS"|"100"|"100 MCG/DOSIS"|"AEROSOL PARA INHALACION"|"200"|"DOSIS"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"BRONCODILATADORES"|"MRE"|0|0||0|0
777000779|7804640561869|"F-25997/21"|"PARGEVERINA CLORHIDRATO 5 MG/ML X 15 ML SOLUCION PARA GOTAS ORALES"|"PARGEVERINA CLORHIDRATO 5 MG/ML"|"5"|"5 MG/ML"|"SOLUCION PARA GOTAS ORALES"|"15"|"100 ML"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIESPASMODICOS (DOLOR DE ESTOMAGO)"|"MRE"|0|0||0|1
777000780|7804640561890|"F-26366/21"|"DESLORATADINA 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"DESLORATADINA 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|1|0||0|0
777000781|7804640561906|"F-26540/21"|"CETIRIZINA CLORHIDRATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS"|"CETIRIZINA CLORHIDRATO 10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"HOSPIFARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|1|0||0|0
777000782|7804650880110|"F-19961/18"|"QUETIAPINA 200 MG X 30 COMPRIMIDOS RECUBIERTOS"|"QUETIAPINA FUMARATO 200 MG"|"200"|"200 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTIPSICOTICOS"|"MRE"|1|0|"CENABAST"|0|0
777000783|7804650880226|"F-20110/18"|"METFORMINA CLORHIDRATO 850 MG X 30 COMPRIMIDOS RECUBIERTOS"|"METFORMINA CLORHIDRATO 850 MG"|"850"|"850 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|1|0||0|0
777000784|7804650880257|"F-20704/18"|"OMEPRAZOL 20 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"OMEPRAZOL 20 MG"|"20"|"20 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000785|7804650880264|"F-20704/18"|"OMEPRAZOL 20 MG X 60 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"OMEPRAZOL 20 MG"|"20"|"20 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"60"|"CAPSULA"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000786|7804650880288|"F-24019/18"|"CIPROFLOXACINO 500 MG X 6 COMPRIMIDOS RECUBIERTOS"|"CIPROFLOXACINO 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"6"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"QUINOLONAS"|"RMRSCS"|1|0||0|0
777000787|7804650880424|"F-20784/19"|"DULOXETINA 60 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"DULOXETINA 60 MG"|"60"|"60 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||1|0
777000788|7804650880677|"F-22000/20"|"LOSARTAN POTASICO 50 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LOSARTAN 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777000789|7804650881520|"F-23379/17"|"ATORVASTATINA 80 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ATORVASTATINA 80 MG"|"80"|"80 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||0|0
777000790|7804650881520|"F-23379/17"|"ATORVASTATINA 80 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ATORVASTATINA 80 MG"|"80"|"80 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"ASCEND"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0|"CENABAST"|0|0
777000791|7804650881629|"B-2654/21"|"GENTAMICINA 0,3 % X 5 ML SOLUCION OFTALMICA"|"GENTAMICINA SULFATO 0,3%"|"0,3"|"0,3 %"|"SOLUCION OFTALMICA ESTERIL"|"5"|"100 ML"|"ASCEND"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIBIOTICOS"|"APR"|0|0||0|1
